Sample;Time;Power;Voltage;Current
0;1401220710,25627;12,95730951;5,007175216;2,587748372
1;1401220710,37737;13,01554142;5,021791692;2,591812289
2;1401220710,49164;12,97100189;5,007697562;2,590212714
3;1401220710,60590;12,95786112;5,006388435;2,588265232
4;1401220710,71821;13,06758714;5,023813393;2,601129086
5;1401220710,83149;13,04949309;5,024284144;2,597284054
6;1401220710,94282;12,98929903;5,008492025;2,593455069
7;1401220711,05513;13,01693138;5,015919947;2,59512343
8;1401220711,16842;13,0602738;5,007748991;2,608012866
9;1401220711,28268;13,07490257;5,017980792;2,605610326
10;1401220711,49070;12,96486601;5,016701907;2,58434052
11;1401220711,61473;12,89010936;5,013562308;2,571048002
12;1401220711,72899;13,00007936;5,022913355;2,588155208
13;1401220711,84227;12,98643854;5,004142169;2,595137808
14;1401220711,95556;12,99985015;5,014815636;2,592288749
15;1401220712,06689;13,13776132;5,014827907;2,619783084
16;1401220712,18018;13,06339065;5,012759108;2,606028011
17;1401220712,29249;13,1592905;5,017334874;2,622765039
18;1401220712,40675;13,11908018;5,007187816;2,620049548
19;1401220712,51906;13,66464761;5,011225845;2,726807378
20;1401220712,63039;14,07495465;5,023801925;2,801653979
21;1401220712,74465;14,12153793;5,009094446;2,81917981
22;1401220712,85794;14,18366115;4,999941487;2,836765427
23;1401220712,97025;14,16457629;5,020284402;2,821468896
24;1401220713,08451;14,0918837;5,019610132;2,807366176
25;1401220713,19877;14,22163732;5,013278901;2,836793565
26;1401220713,31303;14,2313353;5,019923086;2,834970786
27;1401220713,42534;13,68199873;5,017865604;2,72665707
28;1401220713,53960;13,58778285;5,014106857;2,709910905
29;1401220713,65289;13,68431918;5,012954756;2,72979108
30;1401220713,76422;13,62157261;5,019461617;2,713751722
31;1401220713,87653;13,7406818;5,01908271;2,73768786
32;1401220713,98884;13,55670504;5,010308273;2,705762659
33;1401220714,10115;13,69550788;5,015037708;2,730888316
34;1401220714,21346;13,69441242;5,016956514;2,729625498
35;1401220714,32674;13,68901129;5,013297411;2,730540434
36;1401220714,43905;13,78432045;5,009071106;2,751871587
37;1401220714,55234;13,69630169;5,014941019;2,731099256
38;1401220714,66367;13,49696405;5,01370541;2,692013781
39;1401220714,77500;13,75128354;5,021616797;2,738417545
40;1401220714,88634;13,68430988;5,011838882;2,730397007
41;1401220714,99864;13,67365464;5,014982275;2,726560911
42;1401220715,11193;13,67698575;5,019139919;2,724966023
43;1401220715,22619;13,66421598;5,02323223;2,720203916
44;1401220715,33850;13,75414248;5,008381758;2,746224858
45;1401220715,45179;13,66750701;5,009213835;2,728473461
46;1401220715,56507;13,64366642;5,018712291;2,718559191
47;1401220715,67640;13,74861198;5,016392701;2,74073678
48;1401220715,78774;13,56970739;5,006346379;2,710501104
49;1401220715,89907;13,79320413;5,014063012;2,750903628
50;1401220716,01040;13,70329532;5,016547256;2,731618904
51;1401220716,12369;13,74190772;5,019065316;2,737941599
52;1401220716,23795;13,61996029;5,00541702;2,721044067
53;1401220716,35124;13,694341;5,013376333;2,731560547
54;1401220716,46257;13,72838802;5,012558512;2,738798557
55;1401220716,57390;13,703429;5,010256681;2,735075241
56;1401220716,68523;13,70676345;5,013875711;2,733766099
57;1401220716,79657;13,75679563;5,013129188;2,744153424
58;1401220716,90790;13,73935216;5,010513781;2,742104454
