Sample;Time;Power;Voltage;Current
0;1401384793,33848;13,31961126;5,067566955;2,628403606
1;1401384793,55759;13,39968177;5,068343232;2,643799198
2;1401384793,67152;13,34313639;5,067333679;2,633167113
3;1401384793,78351;13,28976699;5,067100584;2,622755709
4;1401384793,89550;13,28232284;5,067303588;2,621181583
5;1401384794,00748;13,31234127;5,066780756;2,627376615
6;1401384794,12044;13,31804836;5,067317072;2,628224793
7;1401384794,23146;13,2584724;5,067317129;2,616467859
8;1401384794,34344;13,33609854;5,066725822;2,632093982
9;1401384794,45543;13,36386476;5,068223894;2,636794475
10;1401384794,57034;13,31550233;5,067944942;2,627396801
11;1401384794,69888;13,23437233;5,06754815;2,611592813
12;1401384794,82061;13,27666303;5,067654342;2,619883311
13;1401384794,93357;13,29961722;5,067316789;2,624587682
14;1401384795,05140;13,33063546;5,066968207;2,630889895
15;1401384795,16728;13,17128895;5,066380289;2,599743445
16;1401384795,29095;13,3350364;5,067504456;2,631479956
17;1401384795,40391;13,16264037;5,06751363;2,597455346
18;1401384795,51687;13,351097;5,066883266;2,634972289
19;1401384795,62886;13,43741036;5,067204057;2,651839201
20;1401384795,74182;13,23103976;5,067045153;2,611194367
21;1401384795,85283;13,41372077;5,067219023;2,647156303
22;1401384795,96482;13,26434336;5,066695839;2,617947432
23;1401384796,07486;13,30626701;5,067732921;2,625684348
24;1401384796,18685;13,42034826;5,06790984;2,648103198
25;1401384796,29883;13,32018502;5,067018105;2,628801545
26;1401384796,40985;13,25967549;5,067359967;2,616683159
27;1401384796,52183;13,31170025;5,067420573;2,626918381
28;1401384796,63382;13,48129612;5,066565635;2,660835188
29;1401384796,74581;13,41773855;5,067064161;2,648030127
30;1401384796,85877;13,481554;5,067334999;2,660482088
31;1401384796,97173;13,50742263;5,068149199;2,665158837
32;1401384797,08566;13,53127197;5,067064258;2,670436228
33;1401384797,19765;13,48061463;5,067301196;2,660314456
34;1401384797,30964;13,50786996;5,066472073;2,666129364
35;1401384797,42074;13,43017416;5,066445819;2,650807813
36;1401384797,53196;13,51779062;5,067499445;2,667546542
37;1401384797,64318;13,47374262;5,066537844;2,659358921
38;1401384797,75635;13,48251535;5,066055529;2,661343776
39;1401384797,86854;13,64539578;5,065871415;2,693592999
40;1401384797,98366;13,6108104;5,064810453;2,687328683
41;1401384798,09683;14,50994561;5,06344874;2,865625061
42;1401384798,20805;14,62526397;5,062541316;2,888917454
43;1401384798,32025;14,51886455;5,063006411;2,867637007
44;1401384798,43244;14,38443395;5,06364508;2,840727129
45;1401384798,54463;14,64242282;5,063243913;2,89190548
46;1401384798,65585;14,24060419;5,063002261;2,8126798
47;1401384798,76902;14,05211323;5,065483458;2,774091229
48;1401384798,88219;13,91183284;5,064674008;2,74683678
49;1401384798,99536;13,95823734;5,06465445;2,756009808
50;1401384799,10756;14,05789579;5,064414343;2,775818652
51;1401384799,21975;13,91440245;5,064897192;2,747223077
52;1401384799,33097;13,96834694;5,06522676;2,757694295
53;1401384799,44316;14,03116184;5,065510446;2,769940362
54;1401384799,55438;13,99544766;5,064538611;2,763420073
55;1401384799,66560;13,85520429;5,064802285;2,735586407
56;1401384799,77682;13,98268604;5,064662217;2,760832892
57;1401384799,88999;14,04698155;5,065094316;2,773291212
58;1401384800,00316;13,98695611;5,064766006;2,76161941
59;1401384800,11438;13,90125503;5,064566822;2,744806322
60;1401384800,22559;13,99661171;5,065094923;2,763346379
61;1401384800,33876;13,96998054;5,065400257;2,757922343
62;1401384800,45193;13,92388834;5,06428559;2,749427948
63;1401384800,56315;13,92436873;5,064706823;2,749294129
64;1401384800,67632;13,90117464;5,065526552;2,744270413
65;1401384800,78851;13,95662902;5,065562403;2,755198319
66;1401384800,90168;13,94779486;5,064815227;2,753860553
67;1401384801,01485;14,0183616;5,063695501;2,768405327
68;1401384801,12607;14,01096625;5,065368304;2,766031098
69;1401384801,23827;14,05904208;5,064322311;2,776095441
70;1401384801,35046;13,89137838;5,064710113;2,742778574
71;1401384801,46363;13,89515343;5,064207359;2,743796304
72;1401384801,57485;14,02007565;5,064099204;2,768523105
73;1401384801,68607;13,95082092;5,064979795;2,754368524
74;1401384801,79729;14,04283891;5,064725649;2,772675143
75;1401384801,91045;14,04779122;5,065219961;2,773382267
76;1401384802,02460;14,05999426;5,064871989;2,775982155
77;1401384802,13972;14,0540778;5,064820191;2,774842397
78;1401384802,25484;13,88575335;5,064034853;2,742033527
79;1401384802,36606;13,92084496;5,065094107;2,748388217
80;1401384802,47923;13,94450704;5,06428888;2,753497554
81;1401384802,59337;14,0144351;5,065186316;2,76681532
82;1401384802,70654;13,94999647;5,064977635;2,754206923
83;1401384802,81776;14,04791026;5,064785615;2,77364361
84;1401384802,92898;13,92833719;5,065952327;2,749401551
85;1401384803,04118;13,9318371;5,065533226;2,750319953
86;1401384803,15435;14,01309986;5,064223482;2,767077699
87;1401384803,26556;14,03741681;5,064673685;2,771633018
88;1401384803,37678;13,97939741;5,064986791;2,760006686
89;1401384803,48702;13,93934721;5,064423881;2,752405316
90;1401384803,60019;14,01061292;5,065133894;2,76608935
91;1401384803,71336;13,97260838;5,065452666;2,758412585
92;1401384803,82556;13,95306467;5,06481741;2,754899839
93;1401384803,93873;13,99379494;5,064516658;2,76310572
94;1401384804,05092;13,97119599;5,06446775;2,758670147
95;1401384804,16214;14,01047045;5,06385082;2,766762084
96;1401384804,27336;13,98681303;5,064759417;2,761594753
97;1401384804,38458;13,97762824;5,064799421;2,759759484
98;1401384804,49775;13,94105367;5,06409766;2,752919594
99;1401384804,61092;13,98787214;5,065019178;2,761662227
100;1401384804,72311;14,00459421;5,064720449;2,765126792
101;1401384804,83433;14,0476434;5,065216618;2,773354914
102;1401384804,94555;14,0647647;5,064852189;2,776934879
103;1401384805,05676;14,11737559;5,065396153;2,787023001
104;1401384805,16896;14,07452872;5,064805627;2,778888224
105;1401384805,28115;13,97465574;5,065853401;2,758598529
