Sample;Time;Power;Voltage;Current
0;1401992656,26117;1,472038406;5,030853096;0,292602145
1;1401992656,38323;1,388747366;5,039917372;0,27554963
2;1401992656,49748;1,478842156;5,034683075;0,293730933
3;1401992656,60880;1,424349956;5,019477687;0,283764576
4;1401992656,72110;1,44084206;5,034719217;0,286181214
5;1401992656,83242;1,415318258;5,036573624;0,281008154
6;1401992656,94374;1,377085922;5,02272222;0,274171229
7;1401992657,05702;1,375842966;5,040291243;0,272968942
8;1401992657,16834;1,423567284;5,027412787;0,28316101
9;1401992657,27966;1,402977758;5,031908017;0,278816257
10;1401992657,40660;1,450524763;5,050176132;0,287222609
11;1401992657,52379;1,534809635;5,03812501;0,304639054
12;1401992657,63804;1,458594377;5,035810384;0,28964442
13;1401992657,75033;1,500754595;5,034779221;0,298077538
14;1401992657,86263;1,498316264;5,02580895;0,298124397
15;1401992657,97688;1,454216376;5,03164879;0,289013887
16;1401992658,08820;1,46338261;5,042384333;0,290216396
17;1401992658,19952;1,419876354;5,035087288;0,281996373
18;1401992658,31084;1,449280251;5,022792964;0,288540711
19;1401992658,42216;1,489770656;5,043301477;0,295395915
20;1401992658,53446;1,411330077;5,038938448;0,280084802
21;1401992658,64578;1,461113016;5,038929671;0,289964955
22;1401992658,75906;1,47723662;5,024890962;0,293983816
23;1401992658,87038;1,449011328;5,048599771;0,287012517
24;1401992658,98170;1,388870687;5,033805355;0,275908699
25;1401992659,09497;1,310248879;5,037613921;0,260093151
26;1401992659,20727;1,464610377;5,03436134;0,290922776
27;1401992659,31859;1,458509264;5,041483263;0,289301618
28;1401992659,43187;1,482262295;5,028137296;0,29479352
29;1401992659,54416;1,422244974;5,029137304;0,282800983
30;1401992659,65646;1,444963987;5,039664422;0,286718294
31;1401992659,76778;1,404823201;5,038799705;0,27880116
32;1401992659,87910;1,342045742;5,040618185;0,26624626
33;1401992659,99042;1,359931812;5,0342472;0,270136082
34;1401992660,10175;1,474813429;5,051252601;0,291969843
35;1401992660,27849;1,440154422;5,020877103;0,286833235
36;1401992660,39372;1,443229642;5,030500148;0,286895855
37;1401992660,50504;1,46904123;5,042787528;0,291315314
38;1401992660,61831;1,486511944;5,038054472;0,295056743
39;1401992660,72963;1,496240541;5,018915756;0,298120274
40;1401992660,84291;1,465459252;5,027857633;0,291467929
41;1401992660,95618;1,615231317;5,026616078;0,321335724
42;1401992661,06946;1,764774641;5,043997126;0,349876219
43;1401992661,18078;2,508778319;5,032466352;0,498518647
44;1401992661,29210;2,532488829;5,014222437;0,505061126
45;1401992661,40537;2,44979424;5,035195413;0,486534094
46;1401992661,51865;2,479348947;5,018803617;0,494011947
47;1401992661,63192;2,380566557;5,04817268;0,471569954
48;1401992661,74324;2,527277734;5,010805811;0,504365531
49;1401992661,85456;2,25778524;5,02822292;0,449022503
50;1401992661,96588;2,013973411;5,024562642;0,400825615
