Sample;Time;Power;Voltage;Current
0;1401979090,32854;1,333118725;5,033045363;0,264873179
1;1401979090,44866;1,367233512;5,016165934;0,272565447
2;1401979090,56292;1,298643278;5,036030306;0,257870425
3;1401979090,67523;1,387273108;5,037801289;0,275372733
4;1401979090,78656;1,361232463;5,031643694;0,270534351
5;1401979090,89985;1,415754183;5,021503247;0,281938319
6;1401979091,01313;1,31656074;5,034188967;0,261523902
7;1401979091,12740;1,367575448;5,0308934;0,271835505
8;1401979091,24264;1,488142532;5,033219136;0,295664165
9;1401979091,35494;1,542301657;5,032488395;0,306468994
10;1401979091,49948;1,450151511;5,03274927;0,288143008
11;1401979091,63230;1,457887316;5,030904416;0,289786328
12;1401979091,74461;2,011409555;5,03631371;0,399381308
13;1401979091,88231;2,361223376;5,017597692;0,470588421
14;1401979091,99559;2,380435554;5,025830313;0,473640256
15;1401979092,11083;2,499288991;5,015334074;0,498329514
16;1401979092,22314;2,406748738;5,008388821;0,480543509
17;1401979092,33447;2,362650023;5,014315545;0,471180962
18;1401979092,44581;2,51192839;5,030584951;0,499331273
19;1401979092,55714;2,155199324;5,025080001;0,42888856
20;1401979092,66847;1,925841734;5,03287375;0,382652502
21;1401979092,78078;1,950550687;5,027868581;0,387947826
22;1401979092,89895;1,969504158;5,014045005;0,392797463
23;1401979093,01321;2,026581914;5,011319502;0,40440086
24;1401979093,12552;1,939648734;5,022907699;0,386160537
25;1401979093,23783;1,966343092;5,036110194;0,390448782
26;1401979093,34916;2,030199855;5,048364062;0,402150049
27;1401979093,46147;1,909137242;5,016108429;0,380601271
28;1401979093,57280;1,93834181;5,006420552;0,387171191
29;1401979093,68609;1,970563564;5,040337342;0,390958666
30;1401979093,79742;1,941350386;5,019414927;0,386768262
31;1401979093,90875;1,98688423;5,012869482;0,396356665
32;1401979094,02009;1,98767806;5,037509871;0,394575517
33;1401979094,13142;1,986911185;5,028647748;0,395118387
34;1401979094,24275;1,923036463;5,019454234;0,383116644
35;1401979094,35408;1,987058271;5,023644776;0,395541158
36;1401979094,46639;2,063080347;5,037332945;0,409558068
37;1401979094,57968;1,919194485;5,030101726;0,381541883
38;1401979094,69199;1,968694498;5,021262068;0,392071649
39;1401979094,80430;2,000078403;5,024294601;0,398081435
40;1401979094,91563;2,055395051;5,035972183;0,408142654
41;1401979095,03282;1,973477357;5,01708961;0,393351028
42;1401979095,14513;1,89090891;5,030147551;0,375915198
43;1401979095,25646;1,989796367;5,013260909;0,396906605
44;1401979095,36975;1,998791654;5,018084706;0,398317639
45;1401979095,48303;1,904911619;5,029385168;0,37875636
46;1401979095,59632;2,018242112;5,029864054;0,401251821
47;1401979095,70960;1,956711261;5,037408581;0,388436084
48;1401979095,82191;2,028714188;5,017248496;0,404347959
49;1401979095,93520;2,006042003;5,029602783;0,398847004
50;1401979096,04848;2,013636465;5,02522702;0,400705572
51;1401979096,15982;1,861955761;5,037713431;0,36960335
52;1401979096,27115;1,982978553;5,017860219;0,395184096
53;1401979096,38443;1,971228457;5,026913876;0,392134917
54;1401979096,49674;2,103096325;5,037752739;0,417467159
55;1401979096,60905;1,98339452;5,037138791;0,393754193
56;1401979096,72136;1,911840874;5,019734694;0,380864924
57;1401979097,04559;2,029535587;5,02482449;0,403901786
58;1401979097,16083;2,058969687;5,02963882;0,409367305
59;1401979097,27216;1,983142208;5,026371746;0,39454746
60;1401979097,38545;2,00999823;5,02124029;0,400299152
